Journal title;Journal URL;First calendar year journal provided online Open Access content;Alternative title;Country of publisher;Full text language;Keywords;Journal ISSN (print version);Journal EISSN (online version);Publisher;Society or institution;Platform, host or aggregator;Journal article processing charges (APCs);APC information URL;APC amount;Currency;Journal article submission fee;Submission fee URL;Submission fee amount;Submission fee currency;Journal waiver policy (for developing country authors etc);Waiver policy information URL;Digital archiving policy or program(s);Archiving: national library;Archiving: other;Archiving infomation URL;Journal full-text crawl permission;Permanent article identifiers;Journal provides download statistics;Download statistics information URL;Full text formats;URL for the Editorial Board page;Review process;Review process information URL;URL for journal's aims & scope;URL for journal's instructions for authors;Journal plagiarism screening policy;Plagiarism information URL;Average number of weeks between submission and publication;URL for journal's Open Access statement;Machine-readable CC licensing information embedded or displayed in articles;URL to an example page with embedded licensing information;Journal license;License attributes;URL for license terms;Does this journal allow unrestricted reuse in compliance with BOAI?;Deposit policy directory;Author holds copyright without restrictions;Copyright information URL;Author holds publishing rights without restrictions;Publishing rights information URL;DOAJ Seal;Tick: Accepted after March 2014;Added on Date;Subjects;Number of Article Records;Most Recent Article Added
Journal of Education and Health Promotion;http://www.jehp.net;2012;;India;English;nutrition, medicine, nursing, rehabilitation, dentistry, health psychology;2277-9531;2319-6440;Wolters Kluwer Medknow Publications;Isfahan University of Medical Sciences;Wolters Kluwer Medknow Publications;Yes;http://www.jehp.net/contributors.asp;150;USD - US Dollar;;http://www.jehp.net/contributors.asp;;;;;PMC/Europe PMC/PMC Canada;;;http://www.jehp.net/aboutus.asp;Yes;DOI;Yes;http://www.medknow.com/statistics.asp;PDF, HTML, ePUB;http://www.jehp.net/editorialboard.asp;Double blind peer review;http://www.jehp.net/contributors.asp;http://www.jehp.net/aboutus.asp;http://www.jehp.net/contributors.asp;;;34;http://www.jehp.net/aboutus.asp;Yes;http://www.jehp.net/downloadpdf.asp?issn=2277-9531;CC BY-NC-SA;;http://www.jehp.net/aboutus.asp;Yes;Sherpa/Romeo;False;;False;;No;;;;;
Euromediterranean Biomedical Journal;http://www.embj.org/;2012;EMBJ;Italy;English;biomedicine, biotechnology, motor sciences, medical psychology, public health;;2279-7165;Associazione Italiana Giovani Medici;Associazione Italiana Giovani Medici;EBSCO Publishing;Yes;http://www.embj.org//index.php?option=com_content&task=view&id=13&Itemid=29;50;EUR - Euro;;http://www.embj.org//index.php?option=com_content&task=view&id=13&Itemid=29;;;;;;;;;Yes;;Yes;http://www.embj.org//index.php?option=com_jumi&fileid=4&Itemid=54;PDF;http://www.embj.org//index.php?option=com_content&task=view&id=17&Itemid=39;Blind peer review;http://www.embj.org//index.php?option=com_content&task=view&id=13&Itemid=29;http://www.embj.org//index.php?option=com_content&task=view&id=12&Itemid=28;http://www.embj.org//index.php?option=com_content&task=view&id=13&Itemid=29;Yes;http://www.embj.org//index.php?option=com_content&task=view&id=128&Itemid=56;4;http://www.embj.org//index.php;;;CC BY-NC-ND;;http://www.embj.org/index.php?option=com_content&task=view&id=277;Yes;;False;;False;;No;Yes;2013-07-25T20:03:18Z;Medicine: Medicine (General);212;2019-04-12T08:31:05Z
Rivista di Psicologia dell'Emergenza e dell'Assistenza Umanitaria;http://www.psicologiperipopoli.it/La%20rivista.html;2006;;Italy;Italian;psychosocial intervention, civil protection, disaster psychology, emergency psychology, trauma psychology;;2280-9120;Psicologi per i Popoli : Federazione;Federazione Psicologi per i Popoli;Psicologi per i Popoli : Federazione;No;http://www.psicologiperipopoli.it/La%20rivista.html;;;;http://www.psicologiperipopoli.it/La%20rivista.html;;;;;;;;;Yes;;;;PDF;http://www.psicologiperipopoli.it/La%20rivista.html;Editorial review;http://www.psicologiperipopoli.it/La%20rivista.html;http://www.psicologiperipopoli.it/La%20rivista.html;http://www.psicologiperipopoli.it/files/Norme%20autori.doc;;;4;http://www.psicologiperipopoli.it/La%20rivista.html;;;Publisher's own license;;http://www.psicologiperipopoli.it/La%20rivista.html;Yes;;True;http://www.psicologiperipopoli.it/La%20rivista.html;True;http://www.psicologiperipopoli.it/La%20rivista.html;No;Yes;2013-07-18T14:09:51Z;Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system: Psychiatry: Therapeutics. Psychotherapy;78;2019-02-07T17:37:47Z
Narrare i Gruppi;http://www.narrareigruppi.it/index.php?journal=narrareigruppi;2006;;Italy;English, Italian;anthropology, psychology, language, narrative, ethnography;2281-8960;;Giuseppe Licari;;OJS;No;http://www.narrareigruppi.it/index.php?journal=narrareigruppi&page=about&op=submissions#copyrightNotice;;;;http://www.narrareigruppi.it/index.php?journal=narrareigruppi&page=about&op=submissions#copyrightNotice;;;;;;;;http://www.narrareigruppi.it/index.php?journal=narrareigruppi&page=about&op=editorialPolicies#archiving;Yes;;;;PDF;http://www.narrareigruppi.it/index.php?journal=narrareigruppi&page=about&op=editorialTeam;Double blind peer review;http://www.narrareigruppi.it/docs/peer-review-process.pdf;http://www.narrareigruppi.it/index.php?journal=narrareigruppi&page=about&op=editorialPolicies#focusAndScope;http://www.narrareigruppi.it/docs/editorial-guideline.pdf;;;16;http://www.narrareigruppi.it/index.php?journal=narrareigruppi&page=about&op=editorialPolicies#openAccessPolicy;Yes;http://www.narrareigruppi.it/index.php?journal=narrareigruppi&page=article&op=view&path%5B%5D=2.26.12.2016;CC BY;;http://www.narrareigruppi.it/index.php?journal=narrareigruppi&page=index;Yes;;False;;False;;No;Yes;2013-07-17T15:22:18Z;Geography. Anthropology. Recreation: Anthropology: Ethnology. Social and cultural anthropology | Language and Literature: Philology. Linguistics: Language. Linguistic theory. Comparative grammar;57;2018-06-29T12:25:22Z
Mediterranean Journal of Clinical Psychology;http://cab.unime.it/journals/index.php/MJCP/index;2013;;Italy;English;psychology, psychotherapy, psychopathology, methodology;;2282-1619;University of Messina;Department of Human and Social Sciences;OJS;No;;;;;;;;;;;;;;Yes;DOI;Yes;http://cab.unime.it/journals/index.php/MJCP/manager/statistics?statisticsYear=2013;PDF;http://cab.unime.it/journals/index.php/MJCP/about/editorialTeam;Double blind peer review;http://cab.unime.it/journals/index.php/MJCP/about/editorialPolicies#peerReviewProcess;http://cab.unime.it/journals/index.php/MJCP/about/editorialPolicies#focusAndScope;http://cab.unime.it/journals/index.php/MJCP/about/submissions#authorGuidelines;;;4;http://cab.unime.it/journals/index.php/MJCP/about/editorialPolicies#openAccessPolicy;Yes;http://cab.unime.it/journals/index.php/MJCP/article/view/977/pdf_34;CC BY;;http://cab.unime.it/journals/index.php/MJCP/about/submissions#copyrightNotice;Yes;;True;http://cab.unime.it/journals/index.php/MJCP/about/submissions#copyrightNotice;True;http://cab.unime.it/journals/index.php/MJCP/about/submissions#copyrightNotice;No;Yes;2014-08-01T14:01:55Z;Philosophy. Psychology. Religion: Psychology;163;2018-08-27T07:10:49Z
JMIR Human Factors;http://humanfactors.jmir.org/;2014;;Canada;English;human factors, psychology, usability, safety, health care, engineering;;2292-9495;JMIR Publications;;;Yes;http://www.jmir.org/about/editorialPolicies#custom8;1500;USD - US Dollar;;http://www.jmir.org/about/editorialPolicies#custom8;;;Yes;http://www.jmir.org/about/editorialPolicies#custom8;PMC/Europe PMC/PMC Canada;;;http://www.ncbi.nlm.nih.gov/pmc/journals/2973/;Yes;DOI;Yes;http://humanfactors.jmir.org/article/metrics/4653;PDF, HTML, XML;http://humanfactors.jmir.org/about/editorialTeam;Peer review;http://humanfactors.jmir.org/about/editorialPolicies#peerReviewProcess;http://humanfactors.jmir.org/about/editorialPolicies#focusAndScope;http://humanfactors.jmir.org/about/submissions#authorGuidelines;;;12;http://humanfactors.jmir.org/about/editorialPolicies#openAccessPolicy;Yes;http://humanfactors.jmir.org/2016/1/e11/;CC BY;;http://humanfactors.jmir.org/about/submissions#copyrightNotice;Yes;Sherpa/Romeo;True;http://humanfactors.jmir.org/about/editorialPolicies#openAccessPolicy;True;http://humanfactors.jmir.org/about/editorialPolicies#openAccessPolicy;No;Yes;2016-11-10T09:24:06Z;Medicine: Medicine (General): Medical technology;0;
Frontiers in Pediatrics;http://journal.frontiersin.org/journal/pediatrics;2013;;Switzerland;English;developmental psychology, cardiology, endocrinology, hepatology, oncology;;2296-2360;Frontiers Media S.A.;;;Yes;http://journal.frontiersin.org/journal/pediatrics#fees;2490;USD - US Dollar;;http://journal.frontiersin.org/journal/pediatrics#fees;;;Yes;http://journal.frontiersin.org/journal/pediatrics#fees;;;;;Yes;DOI;Yes;http://journal.frontiersin.org/article/10.3389/fped.2014.00113/abstract#impact;PDF, HTML, ePUB, XML;http://journal.frontiersin.org/journal/pediatrics#editorial-board;Blind peer review;http://journal.frontiersin.org/journal/pediatrics#review-guidelines;http://journal.frontiersin.org/journal/pediatrics#about;http://journal.frontiersin.org/journal/pediatrics#author-guidelines;Yes;http://journal.frontiersin.org/journal/pediatrics#review-guidelines;14;http://journal.frontiersin.org/journal/pediatrics#about;;;CC BY;;http://journal.frontiersin.org/journal/pediatrics#about;Yes;;True;http://journal.frontiersin.org/journal/pediatrics#about;True;http://journal.frontiersin.org/journal/pediatrics#about;Yes;Yes;2013-05-30T14:58:16Z;Medicine: Pediatrics;1235;2019-04-18T05:53:34Z
European Journal of Social & Behavioural Sciences;http://www.futureacademy.org.uk/publication/EjSBS/;2012;;Cyprus;English;learning, teaching, sociology, psychology, social sciences;2301-2218;;"	Cognitive Councelling Research and Conference Services";;;Yes;http://www.futureacademy.org.uk/publication/EjSBS/publication-payment;179;GBP - Pound Sterling;Yes;http://www.futureacademy.org.uk/publication/EjSBS/submission-payment;139;EUR - Euro;;;;;;;;;;;PDF;http://www.futureacademy.org.uk/publication/EjSBS/editorial-board;Peer review;http://www.futureacademy.org.uk/publication/EjSBS/aims-&-scope;http://www.futureacademy.org.uk/publication/EjSBS/aims-&-scope;http://www.futureacademy.org.uk/publication/EjSBS/author-guidelines-&-copyright-agreement;;;2;http://www.futureacademy.org.uk/publication/EjSBS/aims-&-scope;;;CC BY-NC-ND;;http://www.futureacademy.org.uk/publication/EjSBS/;Yes;;False;;False;;No;Yes;2013-05-02T15:12:29Z;Education | Social Sciences;0;
Russian Open Medical Journal ;http://www.romj.org;2012;;Russian Federation;English;cardiology, stomatology, clinical psychology, infectious diseases, pediatrics, surgery;2304-3415;;Limited liability company «Science and Innovations» (Saratov);;;No;http://www.romj.org/authors-instructions;;;;http://www.romj.org/authors-instructions;;;;;;e-Library;;http://elibrary.ru/title_about.asp?id=33383;Yes;DOI;;;PDF, HTML;http://www.romj.org/editorial;Double blind peer review;http://www.romj.org/about-us;http://www.romj.org/about-us;http://www.romj.org/authors-instructions;Yes;http://romj.org/publication-ethics;10;http://www.romj.org/open-access-policy;;;CC BY-NC;;http://www.romj.org/tou;Yes;;False;;False;;No;Yes;2012-07-24T09:28:21Z;Medicine: Medicine (General);227;2019-03-07T13:37:50Z
Sovremennaâ Zarubežnaâ Psihologiâ;http://psyjournals.ru/jmfp/2013/n2/index.shtml;2012;Journal of Modern Foreign Psychology;Russian Federation;Russian;developmental psychology, psychology of special and inclusive education, clinical psychology, educational psychology, neurosciences;2304-4977;;Moscow State University of Psychology and Education;;Moscow State University of Psychology and Education;No;http://psyjournals.ru/en/jmfp/index.shtml;;;;http://psyjournals.ru/en/jmfp/index.shtml;;;;;;E-Library;;http://elibrary.ru/title_about.asp?id=33420;Yes;;Yes;http://psyjournals.ru/jmfp/2015/n1/index.shtml;PDF;http://psyjournals.ru/en/jmfp/editorialboard/;Double blind peer review;http://psyjournals.ru/en/jmfp/reviewing/;http://psyjournals.ru/en/jmfp/mission/;http://psyjournals.ru/en/jmfp/authorinstructions/;Yes;http://psyjournals.ru/info/homestyle_guide/msupe_rules.shtml#msupe_rules_4;12;http://psyjournals.ru/jmfp/;;;Publisher's own license;;http://psyjournals.ru/files/45557/publishing_license_agreement.pdf;Yes;;False;;False;;No;Yes;2013-10-09T16:28:29Z;Philosophy. Psychology. Religion: Psychology;172;2018-07-11T22:12:58Z
Vestnik Volgogradskogo Gosudarstvennogo Universiteta. Seriâ 11. Estestvennye Nauki;http://ns.jvolsu.com/index.php/en/;2011;Science Journal of Volgograd State University. Natural sciences;Russian Federation;Russian;biology, bioengineering, geography, psychology, ecology, psychophysiology;2306-4153;2409-2762;Volgograd State University;Volgograd State University;Joomla!;No;http://ns.jvolsu.com/index.php/en/police-en;;;;http://ns.jvolsu.com/index.php/en/police-en;;;;;;eLIBRARY.RU;Cyberleninka;http://elibrary.ru/contents.asp?issueid=1439748;Yes;DOI;Yes;http://ns.jvolsu.com/index.php/en/archive-en/136-science-of-volsu-natural-sciences-1-11-2015/biology-and-biotechnology/311-new-data-on-the-syntaxonomic-diversity-of-ponds-vegetation-in-the-saratov-region;PDF;http://ns.jvolsu.com/index.php/en/edit-team-en;Double blind peer review;http://ns.jvolsu.com/index.php/en/peer-review-en;http://ns.jvolsu.com/index.php/en/problem-en;http://ns.jvolsu.com/index.php/en/for-author-en;Yes;http://ns.jvolsu.com/index.php/en/police-en;7;http://ns.jvolsu.com/index.php/en/police-en;Yes;http://ns.jvolsu.com/index.php/en/archive-en/128-4-10-2014/ecology-and-nature-resources-management/283-ivantsova-e-a-agroecological-importance-of-the-protective-forest-plantings-in-lower-volga-region;CC BY;;http://ns.jvolsu.com/index.php/en/police-en;Yes;Sherpa/Romeo;True;http://ns.jvolsu.com/index.php/en/police-en;True;http://ns.jvolsu.com/index.php/en/police-en;Yes;Yes;2016-01-28T14:48:31Z;Science;93;2017-01-25T09:21:03Z
Вестник Мининского университета;http://vestnik.mininuniver.ru/jour;2013;Vestnik of Minin University;Russian Federation;English, Russian;pedagogy, psychology, philosophy.;;2307-1281;Minin Nizhny Novgorod State Pedagogical University ;Minin Nizhny Novgorod State Pedagogical University ;OJS;No;http://vestnik.mininuniver.ru/jour/about/editorialPolicies#custom-4;;;;http://vestnik.mininuniver.ru/jour/about/editorialPolicies#custom-4;;;;;;eLIBRARY.RU;;https://elibrary.ru/title_about.asp?id=50671;Yes;DOI;;;PDF, ePUB;http://vestnik.mininuniver.ru/jour/pages/view/EditorialS;Blind peer review;http://vestnik.mininuniver.ru/jour/about/editorialPolicies#custom-0;http://vestnik.mininuniver.ru/jour/about/editorialPolicies#focusAndScope;http://vestnik.mininuniver.ru/jour/about/submissions;Yes;http://vestnik.mininuniver.ru/jour/about/editorialPolicies#custom-6;4;http://vestnik.mininuniver.ru/jour/about/editorialPolicies#openAccessPolicy;;;CC BY;;http://vestnik.mininuniver.ru/jour/about/submissions#copyrightNotice;Yes;;True;http://vestnik.mininuniver.ru/jour/about/submissions#copyrightNotice;True;http://vestnik.mininuniver.ru/jour/about/submissions#copyrightNotice;No;Yes;2018-06-12T15:28:06Z;Education: Education (General);1177;2019-03-18T09:43:29Z
Naučno-Pedagogičeskoe Obozrenie;http://npo.tspu.edu.ru/en/;2013;Pedagogical Review;Russian Federation;Russian;pedagogy, psychology, didactics, educational technology, philosophy of education;2307-6127;;Tomsk State Pedagogical University;Tomsk State Pedagogical University;;Yes;http://npo.tspu.edu.ru/en/npo-for-authors.html;8000;RUB - Russian Ruble;;http://npo.tspu.edu.ru/en/npo-for-authors.html;;;Yes;http://npo.tspu.edu.ru/en/npo-for-authors.html;;eLibrary;;https://elibrary.ru/title_about.asp?id=37783;Yes;DOI;Yes;http://npo.tspu.edu.ru/en/archive.html?year=2017&issue=1;PDF;http://npo.tspu.edu.ru/en/npo-editorial-board.html;Blind peer review;http://npo.tspu.edu.ru/en/npo-review-procedure.html;http://npo.tspu.edu.ru/en/;http://npo.tspu.edu.ru/en/npo-for-authors.html;Yes;http://npo.tspu.edu.ru/en/npo-for-authors.html;21;http://npo.tspu.edu.ru/en/;;;CC BY-NC;;http://npo.tspu.edu.ru/en/;Yes;;True;http://npo.tspu.edu.ru/en/npo-for-authors.html;True;http://npo.tspu.edu.ru/en/npo-for-authors.html;No;Yes;2017-07-12T12:37:33Z;Education: Education (General);456;2019-03-18T05:35:13Z
Propósitos y Representaciones;http://revistas.usil.edu.pe/index.php/pyr;2013;Revista de Psicología Educativa;Peru;English, Spanish, Castilian;psychology, education;2307-7999;2310-4635;Universidad San Ignacio de Loyola;Universidad San Ignacio de Loyola, Vicerrectorado de Investigación;OJS;No;http://revistas.usil.edu.pe/index.php/pyr/about/editorialPolicies#custom-4;;;;http://revistas.usil.edu.pe/index.php/pyr/about/editorialPolicies#custom-4;;;;;;;;;;DOI;;;PDF;http://revistas.usil.edu.pe/index.php/pyr/about/displayMembership/1;Double blind peer review;http://revistas.usil.edu.pe/index.php/pyr/about/editorialPolicies#peerReviewProcess;http://revistas.usil.edu.pe/index.php/pyr/about/editorialPolicies#focusAndScope;http://revistas.usil.edu.pe/index.php/pyr/about/submissions#authorGuidelines;;;16;http://revistas.usil.edu.pe/index.php/pyr/about/editorialPolicies#openAccessPolicy;Yes;http://revistas.usil.edu.pe/index.php/pyr/article/view/8;CC BY-NC-ND;;http://revistas.usil.edu.pe/index.php/pyr/about/submissions#copyrightNotice;Yes;;False;;False;;No;Yes;2016-03-22T14:56:51Z;Philosophy. Psychology. Religion: Psychology;103;2018-06-26T23:08:45Z
Geriatrics;http://www.mdpi.com/journal/geriatrics;2016;;Switzerland;English;geriatric biology, geriatric surgery, geriatric psychology, geriatric medicine research, geriatric rehabilitation;;2308-3417;MDPI AG;;MDPI AG;No;http://www.mdpi.com/journal/geriatrics/apc;;;;http://www.mdpi.com/journal/geriatrics/apc;;;;;CLOCKSS;Swiss National Library;;https://thekeepers.org/journals?query=2308-3417;Yes;DOI;Yes;http://www.mdpi.com/2308-3417/1/1/1;PDF, HTML;http://www.mdpi.com/journal/geriatrics/editors;Blind peer review;http://www.mdpi.com/journal/geriatrics/instructions#editorial_procedure;http://www.mdpi.com/journal/geriatrics/about;http://www.mdpi.com/journal/geriatrics/instructions;Yes;http://www.mdpi.com/journal/geriatrics/instructions#ethics;12;http://www.mdpi.com/journal/geriatrics/about;;;CC BY;;http://www.mdpi.com/journal/geriatrics/about;Yes;Sherpa/Romeo;True;http://www.mdpi.com/journal/geriatrics/about;True;http://www.mdpi.com/journal/geriatrics/about;Yes;Yes;2016-11-27T15:21:00Z;Medicine: Internal medicine: Special situations and conditions: Geriatrics;140;2019-03-28T08:16:26Z
Pedagogics, Psychology, Medical-Biological Problems of Physical Training and Sports;https://sportpedagogy.org.ua;2013;;Ukraine;English;sports pedagogy, sports psychology, physical education, physical recreation;;2308-7269;H.S. Skovoroda Kharkov National Pedagogical University ;;OJS;Yes;https://sportpedagogy.org.ua/index.php/PPS/pages/view/trebovaniya-e#25;70;USD - US Dollar;;https://sportpedagogy.org.ua/index.php/PPS/pages/view/trebovaniya-e#25;;;;;;Vernadsky National Library of Ukraine;;http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?Z21ID=&I21DBN=UJRN&P21DBN=UJRN&S21STN=1&S21REF=10&S21FMT=juu_all&C21COM=S&S21CNR=20&S21P01=0&S21P02=0&S21P03=PREF=&S21COLORTERMS=0&S21STR=PPMBE;Yes;DOI;Yes;https://sportpedagogy.org.ua/index.php/PPS/article/view/663/608;PDF;https://sportpedagogy.org.ua/index.php/PPS/pages/view/kollegia-e;Double blind peer review;https://sportpedagogy.org.ua/index.php/PPS/pages/view/recenzirovaniye-e;https://sportpedagogy.org.ua/index.php/PPS/pages/view/ot-redakcii-e;https://sportpedagogy.org.ua/index.php/PPS/pages/view/trebovaniya-e;;;6;https://sportpedagogy.org.ua/index.php/PPS/about/editorialPolicies#openAccessPolicy;Yes;https://sportpedagogy.org.ua/index.php/PPS/article/view/663/608;CC BY;;https://sportpedagogy.org.ua/index.php/PPS/pages/view/ethics-e;Yes;;True;https://sportpedagogy.org.ua/index.php/PPS/about/submissions#copyrightNotice;True;https://sportpedagogy.org.ua/index.php/PPS/about/submissions#copyrightNotice;No;Yes;2018-01-20T17:33:36Z;Education: Special aspects of education | Geography. Anthropology. Recreation: Recreation. Leisure: Sports;679;2019-02-27T18:07:08Z
Future Human Image;http://www.fhijournal.org/;2014;;Ukraine;English, Russian, Ukrainian;modern education, philosophy of education, neurosciences, cognitive psychology, future of the human being;2311-8822;2519-2604;International Society of Philosophy and Cosmology;International Society of Philosophy and Cosmology;;No;http://www.fhijournal.org/?page_id=246;;;;http://www.fhijournal.org/?page_id=246;;;;;;;;http://www.fhijournal.org/?cat=7;;;;;PDF;http://www.fhijournal.org/?page_id=313;Double blind peer review;http://www.fhijournal.org/?page_id=246;http://www.fhijournal.org/?page_id=284;http://www.fhijournal.org/?page_id=246;;;8;http://www.fhijournal.org/;;;CC BY;;http://www.fhijournal.org/;Yes;;False;;False;;No;Yes;2017-07-24T19:56:24Z;Education;104;2019-04-09T11:32:53Z
Âzyk i Tekst;http://psyjournals.ru/langpsy/index.shtml;2014;Language and Text;Russian Federation;Russian;linguistics, philology, history, culture, psychology;;2312-2757;Moscow State University of Psychology and Education;;psyjournals.ru;No;;;;;;;;;;;;;;Yes;URL;;;PDF;http://psyjournals.ru/langpsy/editorialboard/;Double blind peer review;http://psyjournals.ru/files/67068/pravila_mgppu_2013.pdf;http://psyjournals.ru/langpsy/;http://psyjournals.ru/langpsy/authorinstructions/;Yes;http://psyjournals.ru/langpsy/authorinstructions/;12;http://psyjournals.ru/langpsy/;;;Publisher's own license;;;Yes;;False;;False;;No;Yes;2014-05-20T16:19:08Z;General Works;19;2016-12-28T11:23:28Z
East European Journal of Psycholinguistics;http://eepl.at.ua/;2014;;Ukraine;English, Russian, Ukrainian;psycholinguistics, neurolinguistics, psychology of language and speech, cognitive psychology, translation studies;2312-3265;2313-2116;Lesya Ukrainka Eastern European National University ;;ucoz;Yes;http://eepl.at.ua/;45;EUR - Euro;;http://eepl.at.ua/;;;Yes;http://eepl.at.ua/index/0-2;;Volodymyr Vernadskyi National Library;;http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe;;;Yes;http://eepl.at.ua/load/volume_2_number_1_2015/buchatska_svitlana/63;PDF;http://eepl.at.ua/index/editorial_board/0-12;Double blind peer review;http://eepl.at.ua/index/reviewing_policy/0-14;http://eepl.at.ua/index/aims_scope/0-4;http://eepl.at.ua/publ/;;;15;http://eepl.at.ua/index/licensing/0-13;;;CC BY;;http://eepl.at.ua/index/licensing/0-13;Yes;;True;http://eepl.at.ua/index/licensing/0-13;True;http://eepl.at.ua/index/licensing/0-13;No;Yes;2016-07-18T11:05:47Z;Language and Literature: Philology. Linguistics;0;
RUDN Journal of Psychology and Pedagogics;http://journals.rudn.ru/psychology-pedagogics/index ;2008;Vestnik Rossijskogo universiteta družby narodov. Seriâ: Psihologiâ i pedagogika;Russian Federation;English, Russian;psychology, education, cross-cultural research, behavioral sciences;2313-1683;2313-1705;Peoples’ Friendship University of Russia (RUDN University);;OJS;No;http://journals.rudn.ru/psychology-pedagogics/about/editorialPolicies#custom-2;;;;http://journals.rudn.ru/psychology-pedagogics/about/editorialPolicies#custom-2;;;;;;;RSCI (elibrary.ru);https://elibrary.ru/contents.asp?titleid=25721;Yes;DOI;Yes;http://journals.rudn.ru/psychology-pedagogics/issue/view/983;PDF;http://journals.rudn.ru/psychology-pedagogics/about/editorialTeam;Double blind peer review;http://journals.rudn.ru/psychology-pedagogics/about/editorialPolicies#peerReviewProcess;http://journals.rudn.ru/psychology-pedagogics/about/editorialPolicies#focusAndScope;http://journals.rudn.ru/psychology-pedagogics/about/submissions;Yes;http://journals.rudn.ru/psychology-pedagogics/about/editorialPolicies#custom-1;16;http://journals.rudn.ru/psychology-pedagogics/about/editorialPolicies#openAccessPolicy;;;CC BY;;http://journals.rudn.ru/psychology-pedagogics/about/editorialPolicies#openAccessPolicy;Yes;;True;http://journals.rudn.ru/psychology-pedagogics/about/submissions#copyrightNotice;True;http://journals.rudn.ru/psychology-pedagogics/about/submissions#copyrightNotice;No;Yes;2018-01-01T16:13:37Z;Education | Philosophy. Psychology. Religion: Psychology;752;2019-04-02T11:15:26Z
Revista Entreideias: Educação, Cultura e Sociedade;http://www.portalseer.ufba.br/index.php/entreideias;2012;Entreideias;Brazil;Portuguese, Spanish, Castilian;education, culture, teacher trainning, sociology of education, psychology of education;2317-0956;2317-1219; ​Universidade Federal da Bahia;Universidade Federal da Bahia, Faculdade de Educação;OJS;No;http://www.portalseer.ufba.br/index.php/entreideias/about/editorialPolicies#focusAndScope;;;;http://www.portalseer.ufba.br/index.php/entreideias/about/editorialPolicies#focusAndScope;;;;;;;;;;;;;PDF;http://www.portalseer.ufba.br/index.php/entreideias/about/editorialPolicies#custom-0;Double blind peer review;http://www.portalseer.ufba.br/index.php/entreideias/about/editorialPolicies#peerReviewProcess;http://www.portalseer.ufba.br/index.php/entreideias/about/editorialPolicies#focusAndScope;http://www.portalseer.ufba.br/index.php/entreideias/about/submissions#authorGuidelines;;;46;http://www.portalseer.ufba.br/index.php/entreideias/about/editorialPolicies#openAccessPolicy;Yes;http://www.portalseer.ufba.br/index.php/entreideias/article/view/8710;CC BY;;http://www.portalseer.ufba.br/index.php/entreideias/about/submissions#copyrightNotice;Yes;;True;http://www.portalseer.ufba.br/index.php/entreideias/about/submissions#copyrightNotice;True;http://www.portalseer.ufba.br/index.php/entreideias/about/submissions#copyrightNotice;No;Yes;2013-08-29T15:10:38Z;Education: Education (General);0;
Revista Psicologia, Diversidade e Saúde;http://www5.bahiana.edu.br/index.php/psicologia;2012;;Brazil;English, Portuguese;psychology, mental health, mental healthcare, medicine;;2317-3394;Escola Bahiana de Medicina e Saúde Pública;Fundação Bahiana para o Desenvolvimento das Ciências;OJS;No;http://www5.bahiana.edu.br/index.php/psicologia/about/submissions#authorGuidelines;;;;http://www5.bahiana.edu.br/index.php/psicologia/about/submissions#authorGuidelines;;;;;;;;http://www5.bahiana.edu.br/index.php/psicologia/gateway/lockss;Yes;DOI;;;PDF;http://www5.bahiana.edu.br/index.php/psicologia/about/editorialTeam;Double blind peer review;http://www5.bahiana.edu.br/index.php/psicologia/about/editorialPolicies#peerReviewProcess;http://www5.bahiana.edu.br/index.php/psicologia/about/editorialPolicies#focusAndScope;http://www5.bahiana.edu.br/index.php/psicologia/about/submissions#onlineSubmissions;;;42;http://www5.bahiana.edu.br/index.php/psicologia/about/editorialPolicies#openAccessPolicy;Yes;http://www5.bahiana.edu.br/index.php/psicologia/about/submissions#copyrightNotice;CC BY;;http://www5.bahiana.edu.br/index.php/psicologia/about/submissions#copyrightNotice;Yes;;True;http://www5.bahiana.edu.br/index.php/psicologia/about/submissions#copyrightNotice;True;http://www5.bahiana.edu.br/index.php/psicologia/about/submissions#copyrightNotice;No;Yes;2015-11-27T15:24:43Z;Philosophy. Psychology. Religion: Psychology;0;
